image_path,ripeness_class,estimated_day,ttl_days_left
test/Class B/483.png,Class B,14,14
test/Class B/396.png,Class B,12,16
test/Class B/81.png,Class B,7,21
test/Class B/7104.png,Class B,13,15
test/Class B/7064.png,Class B,13,15
test/Class B/156.png,Class B,12,16
test/Class B/80.png,Class B,14,14
test/Class B/8155.png,Class B,10,18
test/Class B/484 (2).png,Class B,8,20
test/Class B/340.png,Class B,7,21
test/Class B/8157.png,Class B,8,20
test/Class B/395.png,Class B,8,20
test/Class B/7066.png,Class B,10,18
test/Class B/578.png,Class B,9,19
test/Class B/11 (2).png,Class B,14,14
test/Class B/579.png,Class B,11,17
test/Class B/7067.png,Class B,8,20
test/Class B/446 (2).png,Class B,13,15
test/Class B/8195.png,Class B,9,19
test/Class B/337 (2).png,Class B,10,18
test/Class B/409.png,Class B,14,14
test/Class B/8152.png,Class B,7,21
test/Class B/7064 (2).png,Class B,14,14
test/Class B/44.png,Class B,10,18
test/Class B/72 (2).png,Class B,12,16
test/Class B/7117.png,Class B,8,20
test/Class B/7103.png,Class B,8,20
test/Class B/582.png,Class B,11,17
test/Class B/8152 (2).png,Class B,12,16
test/Class B/540.png,Class B,8,20
test/Class B/7116.png,Class B,10,18
test/Class B/45.png,Class B,9,19
test/Class B/86 (2).png,Class B,12,16
test/Class B/86.png,Class B,9,19
test/Class B/408.png,Class B,10,18
test/Class B/7060.png,Class B,11,17
test/Class B/53.png,Class B,12,16
test/Class B/256 (2).png,Class B,12,16
test/Class B/218.png,Class B,11,17
test/Class B/7105 (2).png,Class B,11,17
test/Class B/363 (2).png,Class B,11,17
test/Class B/7115.png,Class B,11,17
test/Class B/46.png,Class B,8,20
test/Class B/52.png,Class B,9,19
test/Class B/147.png,Class B,12,16
test/Class B/153.png,Class B,7,21
test/Class B/8193.png,Class B,8,20
test/Class D/374.png,Class D,27,1
test/Class D/9158 (2).png,Class D,26,2
test/Class D/162.png,Class D,27,1
test/Class D/9135.png,Class D,28,0
test/Class D/566.png,Class D,24,4
test/Class D/8029.png,Class D,26,2
test/Class D/215.png,Class D,28,0
test/Class D/9134.png,Class D,23,5
test/Class D/9054.png,Class D,25,3
test/Class D/413.png,Class D,23,5
test/Class D/375.png,Class D,23,5
test/Class D/9136.png,Class D,27,1
test/Class D/8200.png,Class D,27,1
test/Class D/322 (2).png,Class D,26,2
test/Class D/570.png,Class D,24,4
test/Class D/8201.png,Class D,26,2
test/Class D/9043.png,Class D,26,2
test/Class D/376.png,Class D,27,1
test/Class D/414.png,Class D,25,3
test/Class D/372.png,Class D,25,3
test/Class D/428.png,Class D,28,0
test/Class D/164.png,Class D,24,4
test/Class D/9053.png,Class D,24,4
test/Class D/9127.png,Class D,28,0
test/Class D/560.png,Class D,24,4
test/Class D/216 (2).png,Class D,27,1
test/Class D/9052.png,Class D,23,5
test/Class D/165.png,Class D,23,5
test/Class D/8199.png,Class D,24,4
test/Class D/415.png,Class D,25,3
test/Class D/417.png,Class D,27,1
test/Class D/9021 (2).png,Class D,24,4
test/Class D/9078.png,Class D,23,5
test/Class D/9044.png,Class D,25,3
test/Class D/9124.png,Class D,28,0
test/Class D/9051.png,Class D,27,1
test/Class D/9045.png,Class D,28,0
test/Class D/9079.png,Class D,26,2
test/Class D/166.png,Class D,24,4
test/Class D/370.png,Class D,28,0
test/Class D/416.png,Class D,27,1
test/Class D/14.png,Class D,27,1
test/Class D/9022.png,Class D,28,0
test/Class D/277.png,Class D,24,4
test/Class D/8063.png,Class D,28,0
test/Class D/16 (2).png,Class D,23,5
test/Class D/9157.png,Class D,26,2
test/Class D/9180.png,Class D,27,1
test/Class D/15.png,Class D,27,1
test/Class D/9077 (2).png,Class D,26,2
test/Class D/458.png,Class D,23,5
test/Class D/102.png,Class D,23,5
test/Class D/9021.png,Class D,23,5
test/Class D/9155.png,Class D,26,2
test/Class D/8061.png,Class D,26,2
test/Class D/275.png,Class D,28,0
test/Class D/9106 (2).png,Class D,27,1
test/Class D/9020.png,Class D,27,1
test/Class D/16.png,Class D,27,1
test/Class D/339.png,Class D,25,3
test/Class D/9187.png,Class D,26,2
test/Class D/9178.png,Class D,27,1
test/Class D/271.png,Class D,24,4
test/Class D/8065.png,Class D,27,1
test/Class D/270.png,Class D,24,4
test/Class D/9179.png,Class D,25,3
test/Class D/9019.png,Class D,25,3
test/Class D/8034 (2).png,Class D,28,0
test/Class D/338.png,Class D,24,4
test/Class D/460.png,Class D,28,0
test/Class D/104.png,Class D,25,3
test/Class D/9147.png,Class D,25,3
test/Class D/17 (2).png,Class D,28,0
test/Class D/273.png,Class D,26,2
test/Class D/105.png,Class D,23,5
test/Class D/478.png,Class D,28,0
test/Class D/9188.png,Class D,25,3
test/Class D/9177.png,Class D,25,3
test/Class D/518.png,Class D,25,3
test/Class D/525.png,Class D,25,3
test/Class D/519.png,Class D,27,1
test/Class D/8065 (2).png,Class D,27,1
test/Class D/321.png,Class D,27,1
test/Class D/9000.png,Class D,24,4
test/Class D/9028.png,Class D,28,0
test/Class D/9029.png,Class D,25,3
test/Class D/334.png,Class D,26,2
test/Class D/320.png,Class D,23,5
test/Class D/456.png,Class D,26,2
test/Class D/481.png,Class D,26,2
test/Class D/33.png,Class D,25,3
test/Class D/522.png,Class D,24,4
test/Class D/278.png,Class D,26,2
test/Class D/293.png,Class D,23,5
test/Class D/523.png,Class D,25,3
test/Class D/9158.png,Class D,24,4
test/Class D/319.png,Class D,24,4
test/Class D/482.png,Class D,25,3
test/Class D/9000 (2).png,Class D,25,3
test/Class D/9178 (2).png,Class D,27,1
test/Class D/509.png,Class D,23,5
test/Class D/520.png,Class D,28,0
test/Class D/9157 (2).png,Class D,28,0
test/Class D/9135 (2).png,Class D,25,3
test/Class D/483.png,Class D,27,1
test/Class D/369.png,Class D,23,5
test/Class D/9114.png,Class D,26,2
test/Class D/235.png,Class D,28,0
test/Class D/584.png,Class D,24,4
test/Class D/9079 (2).png,Class D,28,0
test/Class D/585.png,Class D,26,2
test/Class D/356.png,Class D,23,5
test/Class D/9077.png,Class D,28,0
test/Class D/9103.png,Class D,23,5
test/Class D/236.png,Class D,23,5
test/Class D/107 (2).png,Class D,24,4
test/Class D/9127 (2).png,Class D,28,0
test/Class D/237.png,Class D,23,5
test/Class D/9102.png,Class D,24,4
test/Class D/9076.png,Class D,23,5
test/Class D/83.png,Class D,23,5
test/Class D/431.png,Class D,25,3
test/Class D/9155 (2).png,Class D,25,3
test/Class D/8191.png,Class D,26,2
test/Class D/87.png,Class D,28,0
test/Class D/186.png,Class D,28,0
test/Class D/233.png,Class D,23,5
test/Class D/569.png,Class D,28,0
test/Class D/8033.png,Class D,23,5
test/Class D/568.png,Class D,23,5
test/Class D/9113.png,Class D,27,1
test/Class D/8151.png,Class D,24,4
test/Class D/185.png,Class D,23,5
test/Class D/9068 (2).png,Class D,27,1
test/Class D/9105.png,Class D,25,3
test/Class D/231.png,Class D,24,4
test/Class D/9104.png,Class D,28,0
test/Class D/184.png,Class D,28,0
test/Class C/8149.png,Class C,18,10
test/Class C/77.png,Class C,22,6
test/Class C/9069.png,Class C,19,9
test/Class C/214.png,Class C,21,7
test/Class C/8001.png,Class C,22,6
test/Class C/8189.png,Class C,15,13
test/Class C/8200.png,Class C,15,13
test/Class C/8002.png,Class C,15,13
test/Class C/9094.png,Class C,17,11
test/Class C/362.png,Class C,16,12
test/Class C/8205.png,Class C,19,9
test/Class C/212.png,Class C,17,11
test/Class C/8001 (2).png,Class C,20,8
test/Class C/213.png,Class C,16,12
test/Class C/9126.png,Class C,15,13
test/Class C/9065 (2).png,Class C,18,10
test/Class C/8204.png,Class C,22,6
test/Class C/617.png,Class C,15,13
test/Class C/8087 (2).png,Class C,20,8
test/Class C/365.png,Class C,21,7
test/Class C/8027 (2).png,Class C,16,12
test/Class C/9131.png,Class C,20,8
test/Class C/8159.png,Class C,21,7
test/Class C/8045 (2).png,Class C,21,7
test/Class C/364.png,Class C,18,10
test/Class C/370.png,Class C,17,11
test/Class C/471.png,Class C,22,6
test/Class C/8102.png,Class C,15,13
test/Class C/115.png,Class C,20,8
test/Class C/9156.png,Class C,20,8
test/Class C/8089.png,Class C,20,8
test/Class C/511.png,Class C,22,6
test/Class C/8062.png,Class C,21,7
test/Class C/8063.png,Class C,20,8
test/Class C/29.png,Class C,22,6
test/Class C/464.png,Class C,15,13
test/Class C/116.png,Class C,17,11
test/Class C/260.png,Class C,22,6
test/Class C/8049.png,Class C,19,9
test/Class C/8060.png,Class C,17,11
test/Class C/9154.png,Class C,21,7
test/Class C/463.png,Class C,18,10
test/Class C/8104.png,Class C,17,11
test/Class C/488.png,Class C,15,13
test/Class C/8205 (2).png,Class C,20,8
test/Class C/8064.png,Class C,16,12
test/Class C/8059.png,Class C,20,8
test/Class C/8024 (2).png,Class C,22,6
test/Class C/462.png,Class C,20,8
test/Class C/8002 (2).png,Class C,19,9
test/Class C/460.png,Class C,22,6
test/Class C/110.png,Class C,20,8
test/Class C/111 (2).png,Class C,18,10
test/Class C/266.png,Class C,18,10
test/Class C/9131 (2).png,Class C,19,9
test/Class C/299.png,Class C,17,11
test/Class C/8060 (2).png,Class C,21,7
test/Class C/298.png,Class C,15,13
test/Class C/515.png,Class C,17,11
test/Class C/295.png,Class C,22,6
test/Class C/9156 (2).png,Class C,19,9
test/Class C/109.png,Class C,15,13
test/Class C/8122.png,Class C,22,6
test/Class C/9160.png,Class C,19,9
test/Class C/269.png,Class C,15,13
test/Class C/8031 (2).png,Class C,20,8
test/Class C/8135.png,Class C,20,8
test/Class C/27.png,Class C,17,11
test/Class C/536.png,Class C,19,9
test/Class C/8045.png,Class C,19,9
test/Class C/8050.png,Class C,16,12
test/Class C/8044.png,Class C,22,6
test/Class C/8087.png,Class C,20,8
test/Class C/35 (2).png,Class C,19,9
test/Class C/24.png,Class C,21,7
test/Class C/8046.png,Class C,22,6
test/Class C/8084.png,Class C,19,9
test/Class C/534.png,Class C,18,10
test/Class C/8090.png,Class C,22,6
test/Class C/8064 (2).png,Class C,18,10
test/Class C/31.png,Class C,18,10
test/Class C/8197.png,Class C,22,6
test/Class C/386 (2).png,Class C,17,11
test/Class C/209.png,Class C,19,9
test/Class C/181.png,Class C,21,7
test/Class C/618.png,Class C,18,10
test/Class C/8141.png,Class C,18,10
test/Class C/9063.png,Class C,20,8
test/Class C/183.png,Class C,18,10
test/Class C/544.png,Class C,16,12
test/Class C/9094 (2).png,Class C,21,7
test/Class C/54.png,Class C,16,12
test/Class C/8142.png,Class C,15,13
test/Class C/357.png,Class C,19,9
test/Class C/435.png,Class C,16,12
test/Class C/8048 (2).png,Class C,18,10
test/Class C/8146.png,Class C,15,13
test/Class C/390.png,Class C,15,13
test/Class C/8189 (2).png,Class C,16,12
test/Class C/9066.png,Class C,20,8
test/Class C/8033.png,Class C,16,12
test/Class C/8027.png,Class C,15,13
test/Class C/260 (2).png,Class C,21,7
test/Class C/79.png,Class C,21,7
test/Class C/178.png,Class C,18,10
test/Class C/620.png,Class C,16,12
test/Class C/1.png,Class C,18,10
test/Class C/9065.png,Class C,19,9
test/Class C/542.png,Class C,15,13
test/Class C/8025.png,Class C,19,9
test/Class C/8024.png,Class C,22,6
test/Class C/544 (2).png,Class C,19,9
test/Class A/412.png,Class A,6,22
test/Class A/638.png,Class A,1,27
test/Class A/189.png,Class A,2,26
test/Class A/63.png,Class A,1,27
test/Class A/980.png,Class A,3,25
test/Class A/994.png,Class A,4,24
test/Class A/943.png,Class A,4,24
test/Class A/228.png,Class A,1,27
test/Class A/314 (2).png,Class A,6,22
test/Class A/566.png,Class A,3,25
test/Class A/214.png,Class A,1,27
test/Class A/1025.png,Class A,6,22
test/Class A/1024.png,Class A,5,23
test/Class A/7172 (2).png,Class A,4,24
test/Class A/215.png,Class A,5,23
test/Class A/288 (2).png,Class A,4,24
test/Class A/474 (2).png,Class A,2,26
test/Class A/7125.png,Class A,4,24
test/Class A/942.png,Class A,4,24
test/Class A/157 (2).png,Class A,2,26
test/Class A/765.png,Class A,1,27
test/Class A/62.png,Class A,1,27
test/Class A/188.png,Class A,2,26
test/Class A/605.png,Class A,4,24
test/Class A/89.png,Class A,3,25
test/Class A/639.png,Class A,3,25
test/Class A/392 (2).png,Class A,2,26
test/Class A/439.png,Class A,3,25
test/Class A/7084.png,Class A,3,25
test/Class A/607.png,Class A,5,23
test/Class A/7085 (2).png,Class A,6,22
test/Class A/767.png,Class A,6,22
test/Class A/798.png,Class A,6,22
test/Class A/565.png,Class A,4,24
test/Class A/1026.png,Class A,2,26
test/Class A/216.png,Class A,6,22
test/Class A/7126.png,Class A,4,24
test/Class A/799.png,Class A,2,26
test/Class A/766.png,Class A,1,27
test/Class A/982.png,Class A,4,24
test/Class A/61.png,Class A,1,27
test/Class A/7085.png,Class A,5,23
test/Class A/606.png,Class A,3,25
test/Class A/389.png,Class A,6,22
test/Class A/438.png,Class A,3,25
test/Class A/366.png,Class A,5,23
test/Class A/112 (2).png,Class A,1,27
test/Class A/7095.png,Class A,4,24
test/Class A/158.png,Class A,5,23
test/Class A/59.png,Class A,1,27
test/Class A/831.png,Class A,2,26
test/Class A/992.png,Class A,5,23
test/Class A/979.png,Class A,3,25
test/Class A/945.png,Class A,3,25
test/Class A/574.png,Class A,4,24
test/Class A/206.png,Class A,2,26
test/Class A/1023.png,Class A,6,22
test/Class A/206 (2).png,Class A,4,24
test/Class A/1022.png,Class A,3,25
test/Class A/575.png,Class A,1,27
test/Class A/944.png,Class A,2,26
test/Class A/7123.png,Class A,6,22
test/Class A/7137.png,Class A,4,24
test/Class A/993.png,Class A,1,27
test/Class A/333 (2).png,Class A,6,22
test/Class A/830.png,Class A,2,26
test/Class A/159.png,Class A,3,25
test/Class A/165.png,Class A,1,27
test/Class A/398.png,Class A,2,26
test/Class A/367.png,Class A,2,26
test/Class A/417.png,Class A,2,26
test/Class A/359.png,Class A,3,25
test/Class A/7034 (2).png,Class A,1,27
test/Class A/7096.png,Class A,4,24
test/Class A/179 (2).png,Class A,3,25
test/Class A/8.png,Class A,6,22
test/Class A/438 (2).png,Class A,6,22
test/Class A/205.png,Class A,1,27
test/Class A/577.png,Class A,4,24
test/Class A/8039.png,Class A,1,27
test/Class A/1021.png,Class A,1,27
test/Class A/475 (2).png,Class A,3,25
test/Class A/576.png,Class A,1,27
test/Class A/947.png,Class A,5,23
test/Class A/827.png,Class A,2,26
test/Class A/9.png,Class A,6,22
test/Class A/358.png,Class A,3,25
test/Class A/417 (2).png,Class A,5,23
test/Class A/416.png,Class A,1,27
test/Class A/465.png,Class A,5,23
test/Class A/29 (2).png,Class A,4,24
test/Class A/7086 (2).png,Class A,1,27
test/Class A/840.png,Class A,5,23
test/Class A/868.png,Class A,6,22
test/Class A/28.png,Class A,3,25
test/Class A/7033.png,Class A,6,22
test/Class A/110 (2).png,Class A,1,27
test/Class A/263.png,Class A,1,27
test/Class A/343 (2).png,Class A,5,23
test/Class A/29.png,Class A,3,25
test/Class A/869.png,Class A,2,26
test/Class A/7062 (2).png,Class A,4,24
test/Class A/841.png,Class A,4,24
test/Class A/331 (2).png,Class A,6,22
test/Class A/314.png,Class A,6,22
test/Class A/7024.png,Class A,5,23
test/Class A/710.png,Class A,6,22
test/Class A/7025.png,Class A,2,26
test/Class A/16.png,Class A,2,26
test/Class A/842.png,Class A,4,24
test/Class A/473.png,Class A,4,24
test/Class A/463.png,Class A,1,27
test/Class A/305.png,Class A,3,25
test/Class A/649.png,Class A,4,24
test/Class A/543 (2).png,Class A,4,24
test/Class A/306 (2).png,Class A,4,24
test/Class A/265.png,Class A,5,23
test/Class A/502.png,Class A,2,26
test/Class A/933.png,Class A,5,23
test/Class A/7154.png,Class A,4,24
test/Class A/7034.png,Class A,6,22
test/Class A/648.png,Class A,2,26
test/Class A/112.png,Class A,3,25
test/Class A/474.png,Class A,1,27
test/Class A/312.png,Class A,1,27
test/Class A/306.png,Class A,4,24
test/Class A/448.png,Class A,3,25
test/Class A/440 (2).png,Class A,1,27
test/Class A/11.png,Class A,2,26
test/Class A/28 (2).png,Class A,3,25
test/Class A/38 (2).png,Class A,3,25
test/Class A/7156.png,Class A,1,27
test/Class A/266.png,Class A,6,22
test/Class A/514.png,Class A,2,26
test/Class A/515.png,Class A,5,23
test/Class A/501.png,Class A,5,23
test/Class A/267.png,Class A,6,22
test/Class A/7157.png,Class A,2,26
test/Class A/10.png,Class A,5,23
test/Class A/7023.png,Class A,5,23
test/Class A/139.png,Class A,5,23
test/Class A/111.png,Class A,1,27
test/Class A/449.png,Class A,6,22
test/Class A/389 (2).png,Class A,5,23
test/Class A/493.png,Class A,6,22
test/Class A/120.png,Class A,4,24
test/Class A/901.png,Class A,6,22
test/Class A/7172.png,Class A,3,25
test/Class A/524.png,Class A,6,22
test/Class A/256.png,Class A,2,26
test/Class A/525.png,Class A,4,24
test/Class A/914.png,Class A,1,27
test/Class A/900.png,Class A,2,26
test/Class A/7059 (2).png,Class A,6,22
test/Class A/653.png,Class A,5,23
test/Class A/492.png,Class A,3,25
test/Class A/411 (2).png,Class A,5,23
test/Class A/679.png,Class A,3,25
test/Class A/651.png,Class A,1,27
test/Class A/36.png,Class A,3,25
test/Class A/692.png,Class A,1,27
test/Class A/725.png,Class A,5,23
test/Class A/902.png,Class A,6,22
test/Class A/473 (2).png,Class A,6,22
test/Class A/255.png,Class A,3,25
test/Class A/8040.png,Class A,6,22
test/Class A/254.png,Class A,2,26
test/Class A/7170.png,Class A,6,22
test/Class A/903.png,Class A,5,23
test/Class A/313 (2).png,Class A,2,26
test/Class A/724.png,Class A,3,25
test/Class A/693.png,Class A,2,26
test/Class A/37.png,Class A,2,26
test/Class A/650.png,Class A,2,26
test/Class A/678.png,Class A,1,27
test/Class A/334.png,Class A,2,26
test/Class A/9 (2).png,Class A,4,24
test/Class A/132.png,Class A,3,25
test/Class A/133 (2).png,Class A,3,25
test/Class A/873.png,Class A,5,23
test/Class A/720.png,Class A,2,26
test/Class A/237 (2).png,Class A,3,25
test/Class A/7160.png,Class A,1,27
test/Class A/141 (2).png,Class A,6,22
test/Class A/913.png,Class A,2,26
test/Class A/244.png,Class A,2,26
test/Class A/522.png,Class A,4,24
test/Class A/287.png,Class A,1,27
test/Class A/286.png,Class A,3,25
test/Class A/523.png,Class A,5,23
test/Class A/912.png,Class A,4,24
test/Class A/709.png,Class A,2,26
test/Class A/721.png,Class A,3,25
test/Class A/872.png,Class A,5,23
test/Class A/682.png,Class A,1,27
test/Class A/7023 (2).png,Class A,4,24
test/Class A/494.png,Class A,6,22
test/Class A/331.png,Class A,1,27
test/Class A/333.png,Class A,1,27
test/Class A/496.png,Class A,3,25
test/Class A/158 (2).png,Class A,4,24
test/Class A/680.png,Class A,2,26
test/Class A/870.png,Class A,1,27
test/Class A/287 (2).png,Class A,2,26
test/Class A/723.png,Class A,1,27
test/Class A/61 (2).png,Class A,4,24
test/Class A/521.png,Class A,2,26
test/Class A/284.png,Class A,6,22
test/Class A/285.png,Class A,3,25
test/Class A/871.png,Class A,5,23
test/Class A/681.png,Class A,5,23
test/Class A/859.png,Class A,2,26
test/Class A/369.png,Class A,1,27
test/Class A/619.png,Class A,5,23
test/Class A/157.png,Class A,4,24
test/Class A/7059.png,Class A,5,23
test/Class A/751.png,Class A,4,24
test/Class A/976.png,Class A,1,27
test/Class A/235.png,Class A,1,27
test/Class A/121 (2).png,Class A,2,26
test/Class A/1011.png,Class A,3,25
test/Class A/8009.png,Class A,1,27
test/Class A/234.png,Class A,4,24
test/Class A/208.png,Class A,4,24
test/Class A/750.png,Class A,1,27
test/Class A/7058.png,Class A,4,24
test/Class A/156.png,Class A,3,25
test/Class A/397.png,Class A,3,25
test/Class A/368.png,Class A,1,27
test/Class A/418.png,Class A,4,24
test/Class A/181 (2).png,Class A,6,22
test/Class A/342.png,Class A,1,27
test/Class A/356.png,Class A,1,27
test/Class A/96.png,Class A,2,26
test/Class A/140.png,Class A,6,22
test/Class A/801.png,Class A,6,22
test/Class A/829.png,Class A,4,24
test/Class A/752.png,Class A,1,27
test/Class A/949.png,Class A,2,26
test/Class A/785.png,Class A,6,22
test/Class A/578.png,Class A,2,26
test/Class A/295 (2).png,Class A,3,25
test/Class A/550.png,Class A,4,24
test/Class A/236.png,Class A,3,25
test/Class A/544.png,Class A,5,23
test/Class A/8037.png,Class A,6,22
test/Class A/551.png,Class A,5,23
test/Class A/237.png,Class A,3,25
test/Class A/784.png,Class A,4,24
test/Class A/6.png,Class A,4,24
test/Class A/800.png,Class A,5,23
test/Class A/141.png,Class A,3,25
test/Class A/7098.png,Class A,1,27
test/Class A/417 - copia.png,Class A,6,22
test/Class A/139 (2).png,Class A,6,22
test/Class A/87.png,Class A,1,27
test/Class A/179.png,Class A,4,24
test/Class A/7117.png,Class A,1,27
test/Class A/8032.png,Class A,3,25
test/Class A/7123 (2).png,Class A,3,25
test/Class A/51.png,Class A,5,23
test/Class A/7062.png,Class A,1,27
test/Class A/187.png,Class A,6,22
test/Class A/86.png,Class A,5,23
test/Class A/391.png,Class A,2,26
test/Class A/620.png,Class A,3,25
test/Class A/608.png,Class A,3,25
test/Class A/90.png,Class A,2,26
test/Class A/84.png,Class A,6,22
test/Class A/754.png,Class A,2,26
test/Class A/7128.png,Class A,1,27
test/Class A/120 (2).png,Class A,2,26
test/Class A/542.png,Class A,4,24
test/Class A/189 (2).png,Class A,1,27
test/Class A/8025.png,Class A,5,23
test/Class A/543.png,Class A,6,22
test/Class A/796.png,Class A,3,25
test/Class A/52.png,Class A,4,24
test/Class A/7049.png,Class A,4,24
test/Class A/7061.png,Class A,2,26
test/Class A/495 (2).png,Class A,5,23
test/Class A/85.png,Class A,6,22
test/Class A/609.png,Class A,5,23
test/Class A/392.png,Class A,4,24
test/Class A/544 (2).png,Class A,3,25
test/Class A/437.png,Class A,3,25
validation/Class B/8175.png,Class B,11,17
validation/Class B/7087.png,Class B,11,17
validation/Class B/162.png,Class B,11,17
validation/Class B/7044.png,Class B,10,18
validation/Class B/7124.png,Class B,11,17
validation/Class B/8015.png,Class B,14,14
validation/Class B/7162 (2).png,Class B,11,17
validation/Class B/8202.png,Class B,9,19
validation/Class B/7045.png,Class B,10,18
validation/Class B/605.png,Class B,9,19
validation/Class B/8174.png,Class B,11,17
validation/Class B/8176.png,Class B,9,19
validation/Class B/8072 (2).png,Class B,13,15
validation/Class B/613.png,Class B,13,15
validation/Class B/175.png,Class B,8,20
validation/Class B/7047.png,Class B,7,21
validation/Class B/7133.png,Class B,12,16
validation/Class B/8017.png,Class B,8,20
validation/Class B/8201.png,Class B,8,20
validation/Class B/612.png,Class B,14,14
validation/Class B/174.png,Class B,7,21
validation/Class B/7091.png,Class B,12,16
validation/Class B/505 (2).png,Class B,13,15
validation/Class B/8177.png,Class B,14,14
validation/Class B/362.png,Class B,9,19
validation/Class B/8188.png,Class B,9,19
validation/Class B/274 (2).png,Class B,14,14
validation/Class B/428.png,Class B,14,14
validation/Class B/7136.png,Class B,9,19
validation/Class B/7122.png,Class B,9,19
validation/Class B/7137.png,Class B,14,14
validation/Class B/429.png,Class B,7,21
validation/Class B/173.png,Class B,8,20
validation/Class B/7082.png,Class B,11,17
validation/Class B/601.png,Class B,13,15
validation/Class B/428 (2).png,Class B,13,15
validation/Class B/7120.png,Class B,7,21
validation/Class B/7163 (2).png,Class B,13,15
validation/Class B/199.png,Class B,11,17
validation/Class B/98.png,Class B,10,18
validation/Class B/600.png,Class B,11,17
validation/Class B/614.png,Class B,10,18
validation/Class B/8171.png,Class B,13,15
validation/Class B/505.png,Class B,8,20
validation/Class B/511.png,Class B,14,14
validation/Class B/8077.png,Class B,10,18
validation/Class B/8088.png,Class B,14,14
validation/Class B/29.png,Class B,7,21
validation/Class B/128.png,Class B,10,18
validation/Class B/8136 (2).png,Class B,12,16
validation/Class B/458.png,Class B,12,16
validation/Class B/466.png,Class B,11,17
validation/Class B/7044 (2).png,Class B,13,15
validation/Class B/7030.png,Class B,7,21
validation/Class B/7178.png,Class B,13,15
validation/Class B/99 (2).png,Class B,10,18
validation/Class B/274.png,Class B,10,18
validation/Class B/381 (2).png,Class B,11,17
validation/Class B/391 (2).png,Class B,9,19
validation/Class B/7179.png,Class B,12,16
validation/Class B/467 (2).png,Class B,13,15
validation/Class B/467.png,Class B,13,15
validation/Class B/305.png,Class B,11,17
validation/Class B/8110.png,Class B,12,16
validation/Class B/8079 (2).png,Class B,10,18
validation/Class B/7169.png,Class B,10,18
validation/Class B/503.png,Class B,10,18
validation/Class B/127 (2).png,Class B,11,17
validation/Class B/270.png,Class B,13,15
validation/Class B/106.png,Class B,10,18
validation/Class B/304.png,Class B,7,21
validation/Class B/173 (2).png,Class B,7,21
validation/Class B/7134 (2).png,Class B,9,19
validation/Class B/8072.png,Class B,10,18
validation/Class B/273.png,Class B,12,16
validation/Class B/8112.png,Class B,13,15
validation/Class B/512 (2).png,Class B,11,17
validation/Class B/242.png,Class B,10,18
validation/Class B/524.png,Class B,9,19
validation/Class B/280.png,Class B,14,14
validation/Class B/8136.png,Class B,14,14
validation/Class B/323.png,Class B,7,21
validation/Class B/321.png,Class B,8,20
validation/Class B/8134.png,Class B,12,16
validation/Class B/69 (2).png,Class B,14,14
validation/Class B/269.png,Class B,9,19
validation/Class B/241.png,Class B,7,21
validation/Class B/140 (2).png,Class B,9,19
validation/Class B/240.png,Class B,11,17
validation/Class B/442.png,Class B,10,18
validation/Class B/8131.png,Class B,8,20
validation/Class B/126.png,Class B,12,16
validation/Class B/27.png,Class B,14,14
validation/Class B/7028.png,Class B,11,17
validation/Class B/8078.png,Class B,11,17
validation/Class B/57 (2).png,Class B,8,20
validation/Class B/26.png,Class B,14,14
validation/Class B/127.png,Class B,14,14
validation/Class B/8130.png,Class B,8,20
validation/Class B/319.png,Class B,9,19
validation/Class B/457.png,Class B,9,19
validation/Class B/356 (2).png,Class B,11,17
validation/Class B/71 (2).png,Class B,10,18
validation/Class B/7163.png,Class B,9,19
validation/Class B/508.png,Class B,9,19
validation/Class B/8090.png,Class B,13,15
validation/Class B/7162.png,Class B,7,21
validation/Class B/25.png,Class B,12,16
validation/Class B/31.png,Class B,13,15
validation/Class B/263 (2).png,Class B,9,19
validation/Class B/468.png,Class B,12,16
validation/Class B/355.png,Class B,14,14
validation/Class B/341.png,Class B,10,18
validation/Class B/8032 (2).png,Class B,14,14
validation/Class B/56.png,Class B,10,18
validation/Class B/221.png,Class B,12,16
validation/Class B/553.png,Class B,7,21
validation/Class B/8020.png,Class B,10,18
validation/Class B/8035.png,Class B,13,15
validation/Class B/220.png,Class B,7,21
validation/Class B/7088 (2).png,Class B,9,19
validation/Class B/43.png,Class B,14,14
validation/Class B/57.png,Class B,10,18
validation/Class B/142.png,Class B,10,18
validation/Class B/545 (2).png,Class B,14,14
validation/Class B/432.png,Class B,11,17
validation/Class B/356.png,Class B,12,16
validation/Class B/430.png,Class B,10,18
validation/Class B/381.png,Class B,7,21
validation/Class B/96.png,Class B,13,15
validation/Class B/140.png,Class B,8,20
validation/Class B/69.png,Class B,9,19
validation/Class B/354 (2).png,Class B,9,19
validation/Class B/222.png,Class B,14,14
validation/Class B/8036.png,Class B,7,21
validation/Class B/319 (2).png,Class B,12,16
validation/Class B/68.png,Class B,13,15
validation/Class B/7028 (2).png,Class B,12,16
validation/Class B/97.png,Class B,10,18
validation/Class B/380.png,Class B,14,14
validation/Class B/97 (2).png,Class B,9,19
validation/Class B/431.png,Class B,9,19
validation/Class B/8191.png,Class B,10,18
validation/Class B/390.png,Class B,12,16
validation/Class B/7088.png,Class B,12,16
validation/Class B/7006 (2).png,Class B,13,15
validation/Class B/541.png,Class B,13,15
validation/Class B/355 (2).png,Class B,14,14
validation/Class B/8033.png,Class B,11,17
